dataset,n_layer,n_head,d_head,d_embed,d_model,d_inner,dropout,dropatt,init,emb_init,init_range,emb_init_range,init_std,proj_init_std,optim,lr,mom,scheduler,warmup_step,decay_rate,lr_min,clip,clip_nonemb,max_step,batch_size,batch_chunk,tgt_len,eval_tgt_len,ext_len,mem_len,num_mem_tokens,not_tied,seed,cuda,adaptive,div_val,pre_lnorm,varlen,multi_gpu,log_interval,eval_interval,restart,restart_dir,debug,same_length,attn_type,clamp_len,eta_min,gpu0_bsz,max_eval_steps,sample_softmax,patience,finetune_v2,finetune_v3,fp16,static_loss_scale,dynamic_loss_scale,device_ids,mem_backprop_depth,bptt_bp,mem_at_end,read_mem_from_cache,answer_size,tied,ntokens,n_all_param,n_nonemb_param,test acc,mem_size,n_chunks
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,5,5,0,5,0,False,1112,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349413,346752,1,5,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,5,5,0,5,0,False,1111,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349413,346752,1,5,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,0,False,1345,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,True,True,1,True,37,349413,346752,,0,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,2,0,False,1122,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349413,346752,0.965,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,2,0,False,1111,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349413,346752,0.999,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,2,0,False,1133,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,True,True,1,True,37,349413,346752,0.999,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,2,0,False,1111,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,True,True,1,True,37,349413,346752,,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,0,False,1345,True,False,1,False,False,True,1000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,True,True,1,True,37,349413,346752,0.099,0,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,2,False,1111,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,False,False,1,True,37,349541,346752,,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,2,False,1112,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,False,False,1,True,37,349541,346752,,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,2,False,1113,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,False,False,1,True,37,349541,346752,,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,0,3,False,1111,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,False,False,1,True,37,349605,346752,,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,0,3,False,1112,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,False,False,1,True,37,349605,346752,,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,0,3,False,1113,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,False,False,1,True,37,349605,346752,,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,5,5,0,0,5,False,1111,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,False,False,1,True,37,349733,346752,0.182,5,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,5,5,0,0,5,False,1112,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,False,False,1,True,37,349733,346752,0.201,5,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,5,5,0,0,5,False,1113,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[3],0,False,False,False,1,True,37,349733,346752,0.189,5,2
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,2,False,1111,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,False,False,1,True,37,349541,346752,0.109,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,2,False,1112,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[0],0,False,False,False,1,True,37,349541,346752,0.109,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,2,2,0,0,2,False,1113,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[2],0,False,False,False,1,True,37,349541,346752,0.109,2,5
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,0,3,False,1111,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,False,False,1,True,37,349605,346752,0.141,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,0,3,False,1112,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,False,False,1,True,37,349605,346752,0.148,3,4
retrieval,6,4,32,64,64,128,0.1,0,normal,normal,0.1,0.01,0.02,0.01,adam,0.0001,0,dev_perf,0,0.5,0.000001,0.25,False,1000000,32,1,3,3,0,0,3,False,1113,True,False,1,False,False,True,4000,12000,False,,False,False,0,-1,0,-1,50,-1,10,False,False,False,1,False,[1],0,False,False,False,1,True,37,349605,346752,0.128,3,4
